"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|PT","01.01.2020 16:00 - 01.01.2020 17:00 (CET/CEST)","296","15","2233","791","281","n/e","54"
"BZN|PT","01.01.2020 17:00 - 01.01.2020 18:00 (CET/CEST)","687","5","2303","1055","94","n/e","68"
"BZN|PT","01.01.2020 18:00 - 01.01.2020 19:00 (CET/CEST)","1763","1","2346","1125","3","n/e","79"
"BZN|PT","01.01.2020 19:00 - 01.01.2020 20:00 (CET/CEST)","2129","0","2365","1163","0","n/e","62"
"BZN|PT","01.01.2020 20:00 - 01.01.2020 21:00 (CET/CEST)","1710","1","2368","1154","0","n/e","66"
"BZN|PT","01.01.2020 21:00 - 01.01.2020 22:00 (CET/CEST)","1782","1","2361","1130","0","n/e","85"
"BZN|PT","01.01.2020 22:00 - 01.01.2020 23:00 (CET/CEST)","1800","0","2334","1052","0","n/e","93"
"BZN|PT","01.01.2020 23:00 - 02.01.2020 00:00 (CET/CEST)","826","4","2304","953","0","n/e","139"
"BZN|PT","02.01.2020 00:00 - 02.01.2020 01:00 (CET/CEST)","390","17","2311","867","0","n/e","207"
"BZN|PT","02.01.2020 01:00 - 02.01.2020 02:00 (CET/CEST)","127","153","2309","797","0","n/e","295"
"BZN|PT","02.01.2020 02:00 - 02.01.2020 03:00 (CET/CEST)","122","616","2307","694","0","n/e","324"
"BZN|PT","02.01.2020 03:00 - 02.01.2020 04:00 (CET/CEST)","124","1258","2312","680","0","n/e","357"
"BZN|PT","02.01.2020 04:00 - 02.01.2020 05:00 (CET/CEST)","123","1363","2303","640","0","n/e","444"
"BZN|PT","02.01.2020 05:00 - 02.01.2020 06:00 (CET/CEST)","126","1225","2299","693","0","n/e","501"
"BZN|PT","02.01.2020 06:00 - 02.01.2020 07:00 (CET/CEST)","183","216","2292","817","0","n/e","524"
"BZN|PT","02.01.2020 07:00 - 02.01.2020 08:00 (CET/CEST)","780","8","2223","774","0","n/e","587"
"BZN|PT","02.01.2020 08:00 - 02.01.2020 09:00 (CET/CEST)","1118","1","2263","1040","0","n/e","727"
"BZN|PT","02.01.2020 09:00 - 02.01.2020 10:00 (CET/CEST)","1433","1","2304","1082","34","n/e","826"
"BZN|PT","02.01.2020 10:00 - 02.01.2020 11:00 (CET/CEST)","1352","1","2283","1105","136","n/e","793"
"BZN|PT","02.01.2020 11:00 - 02.01.2020 12:00 (CET/CEST)","1502","1","2304","1118","218","n/e","748"
"BZN|PT","02.01.2020 12:00 - 02.01.2020 13:00 (CET/CEST)","1630","1","2173","1143","225","n/e","681"
"BZN|PT","02.01.2020 13:00 - 02.01.2020 14:00 (CET/CEST)","1897","0","2227","880","195","n/e","629"
"BZN|PT","02.01.2020 14:00 - 02.01.2020 15:00 (CET/CEST)","1434","1","2225","826","148","n/e","645"
"BZN|PT","02.01.2020 15:00 - 02.01.2020 16:00 (CET/CEST)","1215","1","2221","832","104","n/e","651"
"BZN|PT","02.01.2020 16:00 - 02.01.2020 17:00 (CET/CEST)","1443","1","2219","829","49","n/e","624"
"BZN|PT","02.01.2020 17:00 - 02.01.2020 18:00 (CET/CEST)","2008","0","2473","1260","12","n/e","612"
"BZN|PT","02.01.2020 18:00 - 02.01.2020 19:00 (CET/CEST)","1889","0","2474","1268","0","n/e","614"
"BZN|PT","02.01.2020 19:00 - 02.01.2020 20:00 (CET/CEST)","1790","0","2329","1220","0","n/e","546"
"BZN|PT","02.01.2020 20:00 - 02.01.2020 21:00 (CET/CEST)","1339","1","2294","959","0","n/e","473"
"BZN|PT","02.01.2020 21:00 - 02.01.2020 22:00 (CET/CEST)","850","2","2379","872","0","n/e","559"
"BZN|PT","02.01.2020 22:00 - 02.01.2020 23:00 (CET/CEST)","709","2","2240","852","0","n/e","622"
"BZN|PT","02.01.2020 23:00 - 03.01.2020 00:00 (CET/CEST)","514","3","2173","790","0","n/e","587"
"BZN|PT","03.01.2020 00:00 - 03.01.2020 01:00 (CET/CEST)","168","9","2138","645","0","n/e","522"
"BZN|PT","03.01.2020 01:00 - 03.01.2020 02:00 (CET/CEST)","32","656","1715","532","0","n/e","469"
"BZN|PT","03.01.2020 02:00 - 03.01.2020 03:00 (CET/CEST)","32","972","1422","531","0","n/e","415"
"BZN|PT","03.01.2020 03:00 - 03.01.2020 04:00 (CET/CEST)","32","1116","1283","530","0","n/e","430"
"BZN|PT","03.01.2020 04:00 - 03.01.2020 05:00 (CET/CEST)","31","1099","1372","530","0","n/e","419"
"BZN|PT","03.01.2020 05:00 - 03.01.2020 06:00 (CET/CEST)","31","1172","1431","529","0","n/e","416"
"BZN|PT","03.01.2020 06:00 - 03.01.2020 07:00 (CET/CEST)","31","1118","1517","578","0","n/e","429"
"BZN|PT","03.01.2020 07:00 - 03.01.2020 08:00 (CET/CEST)","154","6","2006","662","0","n/e","478"
"BZN|PT","03.01.2020 08:00 - 03.01.2020 09:00 (CET/CEST)","359","5","2247","1016","0","n/e","490"
"BZN|PT","03.01.2020 09:00 - 03.01.2020 10:00 (CET/CEST)","887","3","2277","1164","21","n/e","510"
"BZN|PT","03.01.2020 10:00 - 03.01.2020 11:00 (CET/CEST)","1282","3","2305","1142","97","n/e","495"
"BZN|PT","03.01.2020 11:00 - 03.01.2020 12:00 (CET/CEST)","1277","3","2274","1094","200","n/e","451"
"BZN|PT","03.01.2020 12:00 - 03.01.2020 13:00 (CET/CEST)","1216","2","2294","984","281","n/e","460"
"BZN|PT","03.01.2020 13:00 - 03.01.2020 14:00 (CET/CEST)","883","2","2284","1077","294","n/e","400"
"BZN|PT","03.01.2020 14:00 - 03.01.2020 15:00 (CET/CEST)","451","3","2274","867","268","n/e","392"
"BZN|PT","03.01.2020 15:00 - 03.01.2020 16:00 (CET/CEST)","192","4","2243","724","219","n/e","425"
"BZN|PT","03.01.2020 16:00 - 03.01.2020 17:00 (CET/CEST)","490","3","2234","582","164","n/e","428"
"BZN|PT","03.01.2020 17:00 - 03.01.2020 18:00 (CET/CEST)","589","3","2179","797","58","n/e","399"
"BZN|PT","03.01.2020 18:00 - 03.01.2020 19:00 (CET/CEST)","1453","1","2187","1171","2","n/e","376"
"BZN|PT","03.01.2020 19:00 - 03.01.2020 20:00 (CET/CEST)","1610","1","2171","1193","0","n/e","404"
"BZN|PT","03.01.2020 20:00 - 03.01.2020 21:00 (CET/CEST)","1468","1","2179","1209","0","n/e","365"
"BZN|PT","03.01.2020 21:00 - 03.01.2020 22:00 (CET/CEST)","1263","1","2151","1180","0","n/e","358"
"BZN|PT","03.01.2020 22:00 - 03.01.2020 23:00 (CET/CEST)","733","2","2139","757","0","n/e","386"
"BZN|PT","03.01.2020 23:00 - 04.01.2020 00:00 (CET/CEST)","366","5","2053","640","0","n/e","386"
"BZN|PT","04.01.2020 00:00 - 04.01.2020 01:00 (CET/CEST)","264","21","2097","861","0","n/e","418"
"BZN|PT","04.01.2020 01:00 - 04.01.2020 02:00 (CET/CEST)","89","416","1837","673","0","n/e","516"
"BZN|PT","04.01.2020 02:00 - 04.01.2020 03:00 (CET/CEST)","78","822","1814","622","0","n/e","547"
"BZN|PT","04.01.2020 03:00 - 04.01.2020 04:00 (CET/CEST)","0","826","1760","601","0","n/e","574"
"BZN|PT","04.01.2020 04:00 - 04.01.2020 05:00 (CET/CEST)","0","1064","1727","602","0","n/e","687"
"BZN|PT","04.01.2020 05:00 - 04.01.2020 06:00 (CET/CEST)","0","918","1852","418","0","n/e","715"
"BZN|PT","04.01.2020 06:00 - 04.01.2020 07:00 (CET/CEST)","0","899","1950","415","0","n/e","756"
"BZN|PT","04.01.2020 07:00 - 04.01.2020 08:00 (CET/CEST)","0","738","1928","489","0","n/e","741"
"BZN|PT","04.01.2020 08:00 - 04.01.2020 09:00 (CET/CEST)","11","696","1977","715","0","n/e","663"
"BZN|PT","04.01.2020 09:00 - 04.01.2020 10:00 (CET/CEST)","388","40","2075","808","62","n/e","694"
"BZN|PT","04.01.2020 10:00 - 04.01.2020 11:00 (CET/CEST)","856","15","2097","778","242","n/e","780"
"BZN|PT","04.01.2020 11:00 - 04.01.2020 12:00 (CET/CEST)","183","17","2081","794","386","n/e","781"
"BZN|PT","04.01.2020 12:00 - 04.01.2020 13:00 (CET/CEST)","117","150","2062","748","457","n/e","681"
"BZN|PT","04.01.2020 13:00 - 04.01.2020 14:00 (CET/CEST)","113","596","2044","732","477","n/e","717"
"BZN|PT","04.01.2020 14:00 - 04.01.2020 15:00 (CET/CEST)","29","1036","2082","738","466","n/e","916"
"BZN|PT","04.01.2020 15:00 - 04.01.2020 16:00 (CET/CEST)","29","1121","2092","774","414","n/e","1004"
"BZN|PT","04.01.2020 16:00 - 04.01.2020 17:00 (CET/CEST)","29","997","2042","768","298","n/e","1153"
"BZN|PT","04.01.2020 17:00 - 04.01.2020 18:00 (CET/CEST)","280","8","2157","802","109","n/e","1341"
"BZN|PT","04.01.2020 18:00 - 04.01.2020 19:00 (CET/CEST)","676","2","2240","909","3","n/e","1713"
"BZN|PT","04.01.2020 19:00 - 04.01.2020 20:00 (CET/CEST)","1031","2","2225","972","0","n/e","1916"
"BZN|PT","04.01.2020 20:00 - 04.01.2020 21:00 (CET/CEST)","1334","1","2302","1012","0","n/e","2133"
"BZN|PT","04.01.2020 21:00 - 04.01.2020 22:00 (CET/CEST)","1511","1","2264","872","0","n/e","2108"
"BZN|PT","04.01.2020 22:00 - 04.01.2020 23:00 (CET/CEST)","857","2","2280","736","0","n/e","2077"
"BZN|PT","04.01.2020 23:00 - 05.01.2020 00:00 (CET/CEST)","167","20","2252","779","0","n/e","2099"
"BZN|PT","05.01.2020 00:00 - 05.01.2020 01:00 (CET/CEST)","117","753","2046","438","0","n/e","2024"
"BZN|PT","05.01.2020 01:00 - 05.01.2020 02:00 (CET/CEST)","29","1131","2110","437","0","n/e","1868"
"BZN|PT","05.01.2020 02:00 - 05.01.2020 03:00 (CET/CEST)","29","1290","1834","406","0","n/e","1710"
"BZN|PT","05.01.2020 03:00 - 05.01.2020 04:00 (CET/CEST)","29","1350","1774","404","0","n/e","1662"
"BZN|PT","05.01.2020 04:00 - 05.01.2020 05:00 (CET/CEST)","29","1586","1752","433","0","n/e","1638"
"BZN|PT","05.01.2020 05:00 - 05.01.2020 06:00 (CET/CEST)","29","1355","1735","461","0","n/e","1521"
"BZN|PT","05.01.2020 06:00 - 05.01.2020 07:00 (CET/CEST)","29","1210","1702","474","0","n/e","1288"
"BZN|PT","05.01.2020 07:00 - 05.01.2020 08:00 (CET/CEST)","40","893","1679","473","0","n/e","1013"
"BZN|PT","05.01.2020 08:00 - 05.01.2020 09:00 (CET/CEST)","170","368","1850","556","0","n/e","1037"
"BZN|PT","05.01.2020 09:00 - 05.01.2020 10:00 (CET/CEST)","69","7","1879","488","48","n/e","1086"
"BZN|PT","05.01.2020 10:00 - 05.01.2020 11:00 (CET/CEST)","340","6","1959","703","178","n/e","1022"
"BZN|PT","05.01.2020 11:00 - 05.01.2020 12:00 (CET/CEST)","365","272","1975","770","297","n/e","910"
"BZN|PT","05.01.2020 12:00 - 05.01.2020 13:00 (CET/CEST)","110","43","1820","735","387","n/e","819"
"BZN|PT","05.01.2020 13:00 - 05.01.2020 14:00 (CET/CEST)","6","750","1716","696","466","n/e","656"
"BZN|PT","05.01.2020 14:00 - 05.01.2020 15:00 (CET/CEST)","0","667","1804","650","447","n/e","461"
"BZN|PT","05.01.2020 15:00 - 05.01.2020 16:00 (CET/CEST)","0","602","1807","674","390","n/e","336"
"BZN|PT","05.01.2020 16:00 - 05.01.2020 17:00 (CET/CEST)","11","47","2024","655","270","n/e","259"
"BZN|PT","05.01.2020 17:00 - 05.01.2020 18:00 (CET/CEST)","512","10","2301","912","95","n/e","220"
"BZN|PT","05.01.2020 18:00 - 05.01.2020 19:00 (CET/CEST)","1428","1","2360","1110","3","n/e","151"
"BZN|PT","05.01.2020 19:00 - 05.01.2020 20:00 (CET/CEST)","1922","0","2320","1095","0","n/e","122"
"BZN|PT","05.01.2020 20:00 - 05.01.2020 21:00 (CET/CEST)","2097","0","2349","1139","0","n/e","105"
"BZN|PT","05.01.2020 21:00 - 05.01.2020 22:00 (CET/CEST)","2235","0","2454","1196","0","n/e","77"
"BZN|PT","05.01.2020 22:00 - 05.01.2020 23:00 (CET/CEST)","1974","0","2291","1093","0","n/e","94"
"BZN|PT","05.01.2020 23:00 - 06.01.2020 00:00 (CET/CEST)","1775","0","2215","867","0","n/e","107"
"BZN|PT","06.01.2020 00:00 - 06.01.2020 01:00 (CET/CEST)","1414","2","2178","922","0","n/e","83"
"BZN|PT","06.01.2020 01:00 - 06.01.2020 02:00 (CET/CEST)","48","47","1997","437","0","n/e","77"
"BZN|PT","06.01.2020 02:00 - 06.01.2020 03:00 (CET/CEST)","0","346","2013","412","0","n/e","107"
"BZN|PT","06.01.2020 03:00 - 06.01.2020 04:00 (CET/CEST)","0","1049","1855","434","0","n/e","67"
"BZN|PT","06.01.2020 04:00 - 06.01.2020 05:00 (CET/CEST)","0","1140","1858","438","0","n/e","95"
"BZN|PT","06.01.2020 05:00 - 06.01.2020 06:00 (CET/CEST)","0","1038","1726","438","0","n/e","100"
"BZN|PT","06.01.2020 06:00 - 06.01.2020 07:00 (CET/CEST)","86","23","1725","504","0","n/e","77"
"BZN|PT","06.01.2020 07:00 - 06.01.2020 08:00 (CET/CEST)","192","10","1918","805","0","n/e","70"
"BZN|PT","06.01.2020 08:00 - 06.01.2020 09:00 (CET/CEST)","1440","2","1962","1059","0","n/e","62"
"BZN|PT","06.01.2020 09:00 - 06.01.2020 10:00 (CET/CEST)","1253","2","2014","1075","63","n/e","69"
"BZN|PT","06.01.2020 10:00 - 06.01.2020 11:00 (CET/CEST)","422","5","2028","718","250","n/e","117"
"BZN|PT","06.01.2020 11:00 - 06.01.2020 12:00 (CET/CEST)","209","5","1940","533","389","n/e","112"
"BZN|PT","06.01.2020 12:00 - 06.01.2020 13:00 (CET/CEST)","33","6","1820","507","444","n/e","46"
"BZN|PT","06.01.2020 13:00 - 06.01.2020 14:00 (CET/CEST)","28","125","1629","484","455","n/e","46"
"BZN|PT","06.01.2020 14:00 - 06.01.2020 15:00 (CET/CEST)","28","511","1487","452","432","n/e","57"
"BZN|PT","06.01.2020 15:00 - 06.01.2020 16:00 (CET/CEST)","28","176","1626","517","373","n/e","58"
"BZN|PT","06.01.2020 16:00 - 06.01.2020 17:00 (CET/CEST)","123","6","1869","678","281","n/e","60"
"BZN|PT","06.01.2020 17:00 - 06.01.2020 18:00 (CET/CEST)","429","5","2164","1168","111","n/e","92"
"BZN|PT","06.01.2020 18:00 - 06.01.2020 19:00 (CET/CEST)","1259","3","2260","1221","5","n/e","158"
"BZN|PT","06.01.2020 19:00 - 06.01.2020 20:00 (CET/CEST)","1163","2","2288","1227","0","n/e","218"
"BZN|PT","06.01.2020 20:00 - 06.01.2020 21:00 (CET/CEST)","1914","1","2301","1234","0","n/e","229"
"BZN|PT","06.01.2020 21:00 - 06.01.2020 22:00 (CET/CEST)","1896","1","2253","1222","0","n/e","246"
"BZN|PT","06.01.2020 22:00 - 06.01.2020 23:00 (CET/CEST)","1694","1","2231","881","0","n/e","231"
"BZN|PT","06.01.2020 23:00 - 07.01.2020 00:00 (CET/CEST)","774","3","2178","669","0","n/e","232"
"BZN|PT","07.01.2020 00:00 - 07.01.2020 01:00 (CET/CEST)","323","13","2206","581","0","n/e","187"
"BZN|PT","07.01.2020 01:00 - 07.01.2020 02:00 (CET/CEST)","53","258","2013","448","0","n/e","164"
"BZN|PT","07.01.2020 02:00 - 07.01.2020 03:00 (CET/CEST)","0","851","1897","447","0","n/e","147"
"BZN|PT","07.01.2020 03:00 - 07.01.2020 04:00 (CET/CEST)","0","1253","1733","442","0","n/e","125"
"BZN|PT","07.01.2020 04:00 - 07.01.2020 05:00 (CET/CEST)","0","1167","1719","442","0","n/e","109"
"BZN|PT","07.01.2020 05:00 - 07.01.2020 06:00 (CET/CEST)","0","808","1724","439","0","n/e","101"
"BZN|PT","07.01.2020 06:00 - 07.01.2020 07:00 (CET/CEST)","220","10","2075","461","0","n/e","95"
"BZN|PT","07.01.2020 07:00 - 07.01.2020 08:00 (CET/CEST)","1393","5","2164","872","0","n/e","79"
"BZN|PT","07.01.2020 08:00 - 07.01.2020 09:00 (CET/CEST)","1589","1","2181","1066","1","n/e","76"
"BZN|PT","07.01.2020 09:00 - 07.01.2020 10:00 (CET/CEST)","1463","2","2169","1090","73","n/e","103"
"BZN|PT","07.01.2020 10:00 - 07.01.2020 11:00 (CET/CEST)","1577","1","2169","1174","250","n/e","120"
"BZN|PT","07.01.2020 11:00 - 07.01.2020 12:00 (CET/CEST)","1570","1","2170","1176","379","n/e","79"
"BZN|PT","07.01.2020 12:00 - 07.01.2020 13:00 (CET/CEST)","1611","1","2158","1108","450","n/e","35"
"BZN|PT","07.01.2020 13:00 - 07.01.2020 14:00 (CET/CEST)","1712","1","2197","819","475","n/e","20"
"BZN|PT","07.01.2020 14:00 - 07.01.2020 15:00 (CET/CEST)","417","5","2039","509","466","n/e","30"
"BZN|PT","07.01.2020 15:00 - 07.01.2020 16:00 (CET/CEST)","350","5","1981","511","419","n/e","42"
"BZN|PT","07.01.2020 16:00 - 07.01.2020 17:00 (CET/CEST)","373","5","2040","512","316","n/e","55"
"BZN|PT","07.01.2020 17:00 - 07.01.2020 18:00 (CET/CEST)","1356","2","2210","527","128","n/e","88"
"BZN|PT","07.01.2020 18:00 - 07.01.2020 19:00 (CET/CEST)","1657","1","2285","835","6","n/e","159"
"BZN|PT","07.01.2020 19:00 - 07.01.2020 20:00 (CET/CEST)","1708","1","2330","1186","0","n/e","253"
"BZN|PT","07.01.2020 20:00 - 07.01.2020 21:00 (CET/CEST)","1666","1","2314","1169","0","n/e","330"
"BZN|PT","07.01.2020 21:00 - 07.01.2020 22:00 (CET/CEST)","1535","1","2241","1164","0","n/e","401"
"BZN|PT","07.01.2020 22:00 - 07.01.2020 23:00 (CET/CEST)","1085","1","2187","836","0","n/e","430"
"BZN|PT","07.01.2020 23:00 - 08.01.2020 00:00 (CET/CEST)","806","2","2174","774","0","n/e","444"
"BZN|PT","08.01.2020 00:00 - 08.01.2020 01:00 (CET/CEST)","300","4","2059","506","0","n/e","481"
"BZN|PT","08.01.2020 01:00 - 08.01.2020 02:00 (CET/CEST)","0","483","1738","439","0","n/e","490"
"BZN|PT","08.01.2020 02:00 - 08.01.2020 03:00 (CET/CEST)","0","1056","1650","442","0","n/e","411"
"BZN|PT","08.01.2020 03:00 - 08.01.2020 04:00 (CET/CEST)","0","1348","1616","442","0","n/e","504"
"BZN|PT","08.01.2020 04:00 - 08.01.2020 05:00 (CET/CEST)","0","1489","1471","441","0","n/e","666"
"BZN|PT","08.01.2020 05:00 - 08.01.2020 06:00 (CET/CEST)","0","1681","1461","441","0","n/e","836"
"BZN|PT","08.01.2020 06:00 - 08.01.2020 07:00 (CET/CEST)","4","889","1499","443","0","n/e","1011"
"BZN|PT","08.01.2020 07:00 - 08.01.2020 08:00 (CET/CEST)","488","35","1917","582","0","n/e","1169"
"BZN|PT","08.01.2020 08:00 - 08.01.2020 09:00 (CET/CEST)","688","3","2056","789","0","n/e","1264"
"BZN|PT","08.01.2020 09:00 - 08.01.2020 10:00 (CET/CEST)","1140","1","2139","1048","64","n/e","1176"
"BZN|PT","08.01.2020 10:00 - 08.01.2020 11:00 (CET/CEST)","1143","2","2194","1008","249","n/e","905"
"BZN|PT","08.01.2020 11:00 - 08.01.2020 12:00 (CET/CEST)","1235","5","2228","900","380","n/e","604"
"BZN|PT","08.01.2020 12:00 - 08.01.2020 13:00 (CET/CEST)","873","6","2243","855","435","n/e","318"
"BZN|PT","08.01.2020 13:00 - 08.01.2020 14:00 (CET/CEST)","797","6","2149","713","430","n/e","181"
"BZN|PT","08.01.2020 14:00 - 08.01.2020 15:00 (CET/CEST)","321","7","2087","539","424","n/e","196"
"BZN|PT","08.01.2020 15:00 - 08.01.2020 16:00 (CET/CEST)","249","7","1753","544","409","n/e","256"
"BZN|PT","08.01.2020 16:00 - 08.01.2020 17:00 (CET/CEST)","655","3","1699","556","303","n/e","415"
"BZN|PT","08.01.2020 17:00 - 08.01.2020 18:00 (CET/CEST)","1322","1","1814","1139","124","n/e","671"
"BZN|PT","08.01.2020 18:00 - 08.01.2020 19:00 (CET/CEST)","1771","1","1950","1207","5","n/e","881"
"BZN|PT","08.01.2020 19:00 - 08.01.2020 20:00 (CET/CEST)","1760","1","1998","1104","0","n/e","1181"
"BZN|PT","08.01.2020 20:00 - 08.01.2020 21:00 (CET/CEST)","1833","1","2048","1139","0","n/e","1388"
"BZN|PT","08.01.2020 21:00 - 08.01.2020 22:00 (CET/CEST)","1554","1","2284","1059","0","n/e","1540"
"BZN|PT","08.01.2020 22:00 - 08.01.2020 23:00 (CET/CEST)","946","2","2354","789","0","n/e","1469"
"BZN|PT","08.01.2020 23:00 - 09.01.2020 00:00 (CET/CEST)","188","4","2249","650","0","n/e","1185"
"BZN|PT","09.01.2020 00:00 - 09.01.2020 01:00 (CET/CEST)","139","4","1989","494","0","n/e","807"
"BZN|PT","09.01.2020 01:00 - 09.01.2020 02:00 (CET/CEST)","0","75","1481","444","0","n/e","638"
"BZN|PT","09.01.2020 02:00 - 09.01.2020 03:00 (CET/CEST)","0","460","1272","443","0","n/e","726"
"BZN|PT","09.01.2020 03:00 - 09.01.2020 04:00 (CET/CEST)","0","954","1267","457","0","n/e","760"
"BZN|PT","09.01.2020 04:00 - 09.01.2020 05:00 (CET/CEST)","0","871","1225","458","0","n/e","783"
"BZN|PT","09.01.2020 05:00 - 09.01.2020 06:00 (CET/CEST)","0","939","1214","457","0","n/e","896"
"BZN|PT","09.01.2020 06:00 - 09.01.2020 07:00 (CET/CEST)","7","458","1478","461","0","n/e","973"
"BZN|PT","09.01.2020 07:00 - 09.01.2020 08:00 (CET/CEST)","110","23","2036","739","0","n/e","1083"
"BZN|PT","09.01.2020 08:00 - 09.01.2020 09:00 (CET/CEST)","541","3","2121","1098","0","n/e","1081"
"BZN|PT","09.01.2020 09:00 - 09.01.2020 10:00 (CET/CEST)","1240","2","2358","1182","24","n/e","982"
"BZN|PT","09.01.2020 10:00 - 09.01.2020 11:00 (CET/CEST)","1583","1","2432","1249","89","n/e","1052"
"BZN|PT","09.01.2020 11:00 - 09.01.2020 12:00 (CET/CEST)","801","3","2354","980","154","n/e","1186"
"BZN|PT","09.01.2020 12:00 - 09.01.2020 13:00 (CET/CEST)","927","2","2353","1075","150","n/e","1285"
"BZN|PT","09.01.2020 13:00 - 09.01.2020 14:00 (CET/CEST)","460","3","2229","706","145","n/e","1706"
"BZN|PT","09.01.2020 14:00 - 09.01.2020 15:00 (CET/CEST)","57","7","1735","581","151","n/e","1966"
"BZN|PT","09.01.2020 15:00 - 09.01.2020 16:00 (CET/CEST)","30","82","1657","499","167","n/e","2438"
"BZN|PT","09.01.2020 16:00 - 09.01.2020 17:00 (CET/CEST)","36","8","1588","486","99","n/e","2897"
"BZN|PT","09.01.2020 17:00 - 09.01.2020 18:00 (CET/CEST)","316","7","1745","631","37","n/e","3025"
"BZN|PT","09.01.2020 18:00 - 09.01.2020 19:00 (CET/CEST)","927","3","2005","1164","2","n/e","2848"
"BZN|PT","09.01.2020 19:00 - 09.01.2020 20:00 (CET/CEST)","1226","2","2269","1253","0","n/e","2776"
"BZN|PT","09.01.2020 20:00 - 09.01.2020 21:00 (CET/CEST)","1340","2","2364","1227","0","n/e","2752"
"BZN|PT","09.01.2020 21:00 - 09.01.2020 22:00 (CET/CEST)","1077","2","2350","1197","0","n/e","2743"
"BZN|PT","09.01.2020 22:00 - 09.01.2020 23:00 (CET/CEST)","261","5","2343","683","0","n/e","2729"
"BZN|PT","09.01.2020 23:00 - 10.01.2020 00:00 (CET/CEST)","102","68","1973","516","0","n/e","2752"
"BZN|PT","10.01.2020 00:00 - 10.01.2020 01:00 (CET/CEST)","36","534","1347","477","0","n/e","2757"
"BZN|PT","10.01.2020 01:00 - 10.01.2020 02:00 (CET/CEST)","30","1608","1085","460","0","n/e","2740"
"BZN|PT","10.01.2020 02:00 - 10.01.2020 03:00 (CET/CEST)","30","1571","936","452","0","n/e","2658"
"BZN|PT","10.01.2020 03:00 - 10.01.2020 04:00 (CET/CEST)","30","1720","934","448","0","n/e","2487"
"BZN|PT","10.01.2020 04:00 - 10.01.2020 05:00 (CET/CEST)","29","1942","1089","453","0","n/e","2341"
"BZN|PT","10.01.2020 05:00 - 10.01.2020 06:00 (CET/CEST)","29","1777","1358","457","0","n/e","2297"
"BZN|PT","10.01.2020 06:00 - 10.01.2020 07:00 (CET/CEST)","241","7","1765","825","0","n/e","2529"
"BZN|PT","10.01.2020 07:00 - 10.01.2020 08:00 (CET/CEST)","143","7","1919","564","0","n/e","2793"
"BZN|PT","10.01.2020 08:00 - 10.01.2020 09:00 (CET/CEST)","80","51","1986","533","1","n/e","2904"
"BZN|PT","10.01.2020 09:00 - 10.01.2020 10:00 (CET/CEST)","1110","3","2333","1082","70","n/e","2566"
"BZN|PT","10.01.2020 10:00 - 10.01.2020 11:00 (CET/CEST)","1263","2","2503","1165","259","n/e","2141"
